	###	Comment	Type	Target	Implicit	Metaphor/metonymy	Sarcasm/humor	Rhetorical question	Circumlocution	binary-hate-speech
24	https://www.facebook.com/228735667216_10153273091322217_10153273470962217	Delfina Jones 1. Islam is the MAIN reason why science is in europe in the first place exists. Most of the scientific books from the past were somehow related to Europe and Asia and then the Roman empire got destroyed, Greek texts were lost (Guess who? religion abused through corrupt christians priests). and what did islam do? simple: It was narrated that Anas bin Mâlik said: The Messenger of Allah said “Seeking knowledge is a duty upon every Muslim”. AND: It was narrated that Abu Hurairah said: “The Messenger of Allah said: “…Whoever follows a path in pursuit of knowledge, Allah will make easy for him a path to Paradise... This resulted in muslims translating the books they could find about any knowledge to be translated. They see it as a way to enter paradise and to teach the future generations would increase your likelyhood. Europe was pretty much crumbling until the renaissance came and where did they go to read about how to retrieve the knowledge of the greek and roman texts? well, from Istanbul of course, the city that belongs to the muslims. I recommend you watching Crash course if you'd like.	Acceptable speech	No target						Acceptable speech
25	https://www.facebook.com/228735667216_10153273091322217_10153273471372217	It's sad that those people shown in the video hold such extreme beliefs. They were too sheltered and they have a false belief that their views are the only views. How they acted was inappropriate. That being said, there is another side to this religion. I have seen that side as well. To ignore that side is ignorance itself. It's where Islam converges with Western beliefs. The result from that is actually very calm. Anyone who is like those in the video are in the wrong, I agree. We don't need those people. It causes chaos. But anyone who only focuses on that side is just as wrong. Muslim values can be compatible with Western values. You just have never seen it, or perhaps don't want to, but I have.	Acceptable speech	No target						Acceptable speech
26	https://www.facebook.com/228735667216_10153273091322217_10153273495147217	"Delfina Jones 2. Though islam is a religion that shows similar patterns to judaism and Christianity, the religion was giving in clear message that 1. it came in peace:The worshippers of the All-Merciful are they who tread gently upon the earth, and when the ignorant address them, they reply, “Peace!” ""Quran: 25:63 and: And when they hear vain talk, they turn away from it and say: “To us our deeds, and to you yours; peace be to you: we do not seek out the ignorant. Quran: 28:55 (the first letters to ever come from quran, sent to humanity was ""READ!"" = KNOWLEDGE) 2. it was finalizing what came from the previous religions but also adding alot of details that will make it almost IMPOSSIBLE to be corrupted (memorizing by all muslims, scientific facts, stories from the past, more laws and the way it's written is just not HUMAN. It's so precise)."	Acceptable speech	No target						Acceptable speech
27	https://www.facebook.com/228735667216_10153273091322217_10153273495382217	Commenting back on how you said being a moderate Muslim is like being a moderate KKK or Nazi; if that's true then all religions apply. All major religions have a negative side. To be a true believer, you have to belive in that negative side. Well.. Come to think of it.. Humanity is evil within itself. I guess we have an agreeing point.	Acceptable speech	No target						Acceptable speech
28	https://www.facebook.com/228735667216_10153273091322217_10153273497122217	Esin Ayse Kaya Islam is not compatible with western beliefs. Unless it reforms there is no place for it in Europe. We spent decades fighting for tolerance for gay people and sexual freedom for women. We don't need some cult trying to push us back.	Background offensive	Migrants	1.0	1.0	0.0	0.0	0.0	Hate speech
29	https://www.facebook.com/228735667216_10153273091322217_10153273501837217	Sorry if the west doesn't ignore the danger of Islam as you wish. Your insults mean nothing. Yes of course, everyone is Aware that not every Muslim is a danger to society, but to ignore the portion who do wish harm to the west would be even more ignorant.	Background offensive	Migrants	1.0	0.0	0.0	0.0	1.0	Hate speech
30	https://www.facebook.com/228735667216_10153273091322217_10153273502382217	You could be made a refugee at some point of your life, have some compassionate lady or its best to keep silent.	Other offensive	Commenter	1.0	0.0	0.0	0.0	1.0	Hate speech
31	https://www.facebook.com/228735667216_10153273091322217_10153273512942217	Delfina Jones 3. It gave blacks and women rights = It can't get any WESTERN than this. At a time when women were treated worse than animals and slaves were beaten for just a TINY mistake, the prophet shed some light to these people. let me ask you something: If you are to be the in one of the RICHEST tribes in the land but your family believes in something that you just don't feel is you. You have a different opinion and tell those who suffer from YOUR family that there is something better that will make them more valuable but that they need to sacrifice their belongings to a more simple life , what are the odds that those who believe would be sick, poor, old, slaves and women? Those who have nothing, those who have no value in society, finally they are something to someone: God. think about that also: read this: http://www.soundvision.com/article/islams-manifesto-of-universal-brotherhood-of-human-beings	Acceptable speech	No target						Acceptable speech
32	https://www.facebook.com/228735667216_10153273091322217_10153273517537217	"Delfina Jones If you're gonna use the ""what about those who bomb people and scream in your religions name"". I say this: Christians who live in peace are CLOSER to the title of ""muslim"" than these bombers can ever be. You wanna know why they're strapping a bomb around their waist? It's because there are western governments that have bombed their houses, broken families (members dying) and knowledge being wasted (because they spend more time fighting you than reading a book). In the past, the prophet and his friends fought because they defended. There are people out there, who proudly stand as muslims and protect their country from being destroyed from terrorists (The west AND the bombers). Why should they be marked as stupid or ignorant or a terrorist? I live in a country where there's a party that's the second largest. They speak ill about anyone. immigrants, women, religious, those who rebel. They stand proudly for what they speak yet say that they know how to save our country (kinda like D.T) but they don't. They wear fancy suits and speak in a lovely manner but their purpose is loud and clear everytime and yet people still believe that they are right. Islam was beautiful. it shed light to those who were oppressed, abused, hated. Now there are those who abuse its name just to get what they want. Giving it a bad name when they don't even know what it's been through. SO JUST STOP. Muslims don't make Islam better. Islam makes muslims better. I rest my case..."	Acceptable speech	No target						Acceptable speech
33	https://www.facebook.com/228735667216_10153273091322217_10153273532107217	Islam gave women rights just like Saudi Arabia allowed them to vote to give them the illusion of rights too. Women in Muslim countries have no rights like women do in the west. I wonder how your parents and brothers would have reacted if you decided to announce to them you were becoming an atheist, putting a mini skirt on and going to spend a weekend at your boyfriend's house. I have read Quran and its misogyny is transparent. Also women rights are non existent in Muslim countries because they have religious laws, not secular laws. There is a lot of ex Muslim women who were raised in Islam and say the same thing. Also, you have completely ignored my question again.	Background offensive	Migrants	1.0	0.0	0.0	0.0	0.0	Hate speech
34	https://www.facebook.com/228735667216_10153273091322217_10153273568412217	Delfina Jones I like how you say that EVERY MUSLIM COUNTRY represents islam. for gods sake, they have different cultures you know. THEY are the reason why these countries are a mess. Afghanistan is not Saudi Arabia. Pakistan is not Egypt. Somalia is not Turkey. There is a difference but they share islam as a faith. Still, they have caused many violations that have clearly been condemned by the religion but NO ONE seems to care if someone opens it and shoves it towards media and those who did the act. oh wait...don't muslims from all over the world do that?	Acceptable speech	No target						Acceptable speech
35	https://www.facebook.com/228735667216_10153273091322217_10153273578212217	It is compatible with Western beliefs. I am proof of that. My parents are both Muslim and I was born and raised in the USA. I was taught to read the Quran and to be a good person. My dad wasn't too pleased with Quran school and he had a good reason. He didn't want me brainwashed into extreme Islam. I see why, those people are horrible and their ideals are best left for the stone age. My dad believed in the freedom of every being. My dad never told my mom what to do. My mom doesn't cover and she works full time, not a house wife. I was taught to be independent, taught how to drive by my dad, was encouraged to work and to make my own decisions. I respect other people's beliefs and sexualities. My friends consist of many different backgrounds and beliefs. I'm friends with an atheist, bisexual, gay, lesbian, and transgender. I even enjoy conversations with this very religious Christian. To me they aren't those labels, they are just people whom I enjoy being with. My sister goes to a Christian University and has made friends with a nun. Everyone should have the right to belive what they want and no one should force any believe on them. So tell me, am I not western enough? You can't look at life through horse blinders. There are bad and good people everywhere. To belive elsewise makes you just as bad as those extremist because they too are looking at life through horse blinders.	Acceptable speech	No target						Acceptable speech
36	https://www.facebook.com/228735667216_10153273091322217_10153273586332217	Yet each one of these countries implements religious laws, each is a backward hole where women are treated like cattle, Turkey is the most normal one because funnily enough is also the least religious. The only times when Islamic countries were advancing was when religion was pushed aside, such as during Sha in Iran.	Background offensive	Migrants	1.0	1.0	0.0	0.0	0.0	Hate speech
37	https://www.facebook.com/228735667216_10153273091322217_10153273607947217	Delfina, I do agree with you on your point with religious law. Church(and in this case, Masque) and state should never mix. I belive that is where most problems from the middle east stem from.	Acceptable speech	No target						Acceptable speech
38	https://www.facebook.com/228735667216_10153273091322217_10153273612672217	Esin Ayse Kaya it's great that your dad was like this, unfortunately there's very few really moderate Muslims. You're definitely western enough and so was your dad but the majority of Muslims in Europe would like sharia law.	Background offensive	Migrants	1.0	0.0	0.0	0.0	0.0	Hate speech
39	https://www.facebook.com/228735667216_10153273091322217_10153273626797217	Esin Ayse Kaya ,respect .You are the proof that this religion need to be update by people like you .MUST be updated ! Unfortunately , muslims like you are not so many and when they talk ,they become targets of the angriness of the others religious brothers.....	Acceptable speech	No target						Acceptable speech
40	https://www.facebook.com/228735667216_10153273091322217_10153273638877217	Yeah, it is unfortunate. When I see these barbaric practices being shown on the news and in those videos it makes me angry. They are hurting innocent people and disrespecting those around them. I just wanted to show you there are Muslims like me as well and that it is possible to be a westernized Muslim. I really hope Sharia law becomes fully abolished one day,and soon.	Acceptable speech|Background offensive	No target|Migrants						discard
41	https://www.facebook.com/228735667216_10153273091322217_10153273884757217	You can shut up if you want. Actually that would be highly preferred. :)	Other offensive	Commenter	0.0					Hate speech
42	https://www.facebook.com/228735667216_10153273091322217_10153274183357217	@ Delfina Jones, three things: 1. Extreme Ethnocentrism to the point of disregarding others' opinions and putting yours at highest 2. Insulting people's opinions to raise your own to prove you're right 3. The Islam faith is one like Christianity where Christianity dominates a lot of Europe and the western Countries in which Christianity went through destruction and death to get where it is today (referencing back to religious laws back then in European history, the Crusades, colonization and teaching the beliefs of Christianity using it for manipulation, etc). The Islamic religion is going through a similar scenario of extremists like Christianity did as well as probably all religions (over generalizing but you get the point, hopefully). Many are dying yes, and modernization has let those extremists cause a lot more damage globally however, what must be kept in mind is that there are some who do need help. Ignoring a problem won't make it go away. Yes, countries like yours have internal issues to solve but without the world, globalization from countries other than yours, the country you currently live in wouldn't have developed into the way it is today. Which is most likely pretty modernized. Congratulations, you won the lottery ticket of privilege. Unfortunately others didn't. And you most likely won, as well as many of us, from immigration from the origin of our countries. The reason of immigration may be different for all of us but it's certain that we moved for the reason of a better life. If your family was denied to immigrate, you could've been in the Syrian's shoes or your descendants would have faced more issues while your origin county developed possibly ending your family line, meaning you wouldn't have been born. Try stepping into others' shoes and keep an open mind. Thank you	Acceptable speech	No target						Acceptable speech
43	https://www.facebook.com/228735667216_10153273091322217_10153274195737217	I see that you're a blonde, case close.	Other offensive	Commenter	1.0	1.0	1.0	0.0	0.0	Hate speech
44	https://www.facebook.com/228735667216_10153273091322217_10153274458247217	1. There are 49 countries where the majority of people are Muslim. There are only 7 countries that have a major portion of their laws under Sharia: Saudi Arabia, Sudan, Iran, Iraq, Afghanistan, Pakistan and Brunei. So the majority of muslim countries do not have Sharia law and those that do do not have full out Sharia. 2. There is no one type of muslim. Same as there is no one type of Jew, Christian or Atheist. There are moderates, liberals and radicals. Pretty much all the ground troops fighting ISIS are muslim and nearly all the people that ISIS kills are muslim. As shown above, the majority of countries do not have Sharia law so the majority of muslims are not radicals. So there is no one group of muslims. Same as the fact that there is no one group of christians. Not all christians are part of the KKK. Although all KKK members are Christian. 3. The west have been at the forefront of giving power to the radicals. They financed and supported al qaeda against the Russians in Afghanistan. They illegal occupied iraq, a country that had no presence of al qaeda or ISIS before the invasion, putting in policies that banned pretty much the army, councillors and police officers allowing for al qaeda to enter Iraq and cause havoc. The west continually supports Saudi Arabia, a big funder of extremists organisations. Saudi Arabia is one of the biggest purchasers of western weapons and therefore they are the untouchables. The middle east has payed the price for this. There are many factors that have resulted in the mess were are in and the West's middle east policy is one of them. 4. Most religious books contain practices that may not be applicable to our society. For example within the old testament: Murder Anyone arrogant enough to reject the verdict of the judge or of the priest who represents the LORD your God must be put to death. Such evil must be purged from Israel. (Deuteronomy 17:12 NLT) Whoever strikes his father or mother shall be put to death. (Exodus 21:15 NAB) Sex Slaves - check out Exodus 21:7-11 NLT The majority of all muslims believe that some parts of the quran are specific to past events and should not be applied to today. A lot is story telling. The same thing applies to Christianity and Judaism. So, similar to most Jews and Christians, Muslims also live their lives not adhering to these things. There are 2.8bn muslims. If they all thought that suicide bombing is a duty against the infidels then our world wouldn't exist and there would only be 100% muslim countries with no minorities. I can only imagine what would happen if the Christian Spanish inquisition or the crusades occurred today and was picked up by social media and shown to us. It would cause a shitsorm and Christians would be the target of hate groups. All we would see and talk about is Christian terrorism.	Acceptable speech|Other offensive|Don't know	No target|Other						discard
45	https://www.facebook.com/228735667216_10153273091322217_10153274478567217	Peter Hallam Moron	Acceptable speech	No target						Acceptable speech
46	https://www.facebook.com/228735667216_10153273091322217_10153274551622217	Lina Von-Trapp so you're in your 80s	Acceptable speech	No target						Acceptable speech
47	https://www.facebook.com/228735667216_10153273091322217_10153274629132217	Gialeigh Liou , I don't disregard others opinions but I'm standing by to what I said. Everyone's welcome in my country as long as they are willing to assimilate with regards to local values and culture which majority of Muslim immigrants have failed. And your argument where you have brought up the crusades is pathetic, the best you can do is bring up 12th century events? Do you know which century we currently have? If Islam is going through violent stages then I'd like for it to be going through it in Middle East and Africa, not in Europe where all I care about is the safety of my family and friends.	Background offensive	Migrants	1.0	0.0	0.0	1.0	1.0	Hate speech
48	https://www.facebook.com/228735667216_10153273091322217_10153274631072217	"And ladies and gentlemen, the example is above, Naaz Dhalla listing positives of sharia law...lmao. This is what's coming, and it's all good since women have ""certain rights"" and they dont rebel so it must be good for them."	Background offensive	Migrants	1.0	0.0	1.0	0.0	0.0	Hate speech
49	https://www.facebook.com/228735667216_10153273091322217_10153274666182217	There are plenty of people worldwide that have a vested interest in compassion and humanity. No one is forcing you to join in. Or is it simply living in close proximity to Muslims that has you so annoyed?	Acceptable speech|Other offensive	No target|Commenter						discard
50	https://www.facebook.com/228735667216_10153273091322217_10153274751667217	I am a free woman and I will die a free woman. The Rest Of The Woman That Do Not Believe They Are Equal To Men And Allow Them To Rule Are Weak woman. We are warriors not kept dolls!	Acceptable speech	No target						Acceptable speech
51	https://www.facebook.com/228735667216_10153273091322217_10153274753137217	Esin Ayse Kaya What actions do you believe are appropriate for Europe to take to defend themselves against the sort of radical Islamic groups, such as the ones that I showed you in the video, that are growing in size by the day?	Acceptable speech	No target						Acceptable speech
52	https://www.facebook.com/228735667216_10153273091322217_10153274783672217	David Olend For the west to be longsighted and not support extremists groups at the sake of making money or short term goals. ISIS would not be anywhere as powerful as it is today if western powers didn't illegally occupy iraq and completely remove all army personnel and councillors. Borders were left open and many ex-soldiers started working with al qaeda to fight the occupation. Al qaeda was non existant during Saddam's time. It simply wasn't there. ISIS is an offshoot of al qaeda. The west supported and financed al qaeda against the Russians in Afghanistan. Also the west's attempt of removing bashar by supplying weapons to the ''moderate rebels'' in Syria was just stupid. A lot of these weapons ended up with ISIS making them stronger. We all know that the west supports Saudi Arabia, a big funder of extremists organisations. Saudi Arabia is the UK's biggest purchaser of weapons. The less powerful ISIS and Al Qaeda are the less propaganda there is to brainwash people with. There are many factors leading to the mess we are in and the west's middle east policy is one factor.	Other offensive	Other	1.0	0.0	0.0	0.0	0.0	Hate speech
53	https://www.facebook.com/228735667216_10153273091322217_10153274813862217	David, I wish I knew. If I had that knowledge I would definitely share it. They are sheltered and misguided, their women uneducated, their men brought up with ideas that they are superior. How does one deal with any brainwashed group? Way before this issue came to Europe, I grew up seeing it in Turkey. Yes, Turkey is not run by Sharia law but there are still extreme individuals who take it into their own hands. The only thing I've seen work, and very slowly, is just to start educating those children. Have the next generation more knowledgeable about the world.	Background offensive	Migrants	0.0					Hate speech
54	https://www.facebook.com/228735667216_10153273091322217_10153274866417217	Seriously? So your suggestion is to somehow smuggle western learning material to the children of these groups. Wow. Okay, let me ask you this, do you believe that sovereign nations have a right to protect their borders and their citizens against those who pose a threat to them?	Acceptable speech	No target						Acceptable speech
55	https://www.facebook.com/228735667216_10153273091322217_10153274875427217	Hadi Jawad You are absolutely correct in your analysis of who is responsible for the creation of ISIS. But that wasn't the topic of discussion between Esin Ayse Kaya and myself. There is an immediate threat spreading through Europe at the moment. One that needs to be immediately eliminated.	Background offensive	Migrants	1.0	1.0	0.0	0.0	0.0	Hate speech
56	https://www.facebook.com/228735667216_10153273091322217_10153274913557217	David Olend I think what Esin meant was that eduction is the key to fighting religious extremism and it's true. That's why Europe needs to stop allowing for so much religious freedom including religious schools etc. Schools need to be secular ,no headscarves in schools, teach Muslim kids since they are little that it's ok to be gay, that women are equal to men etc. This is by the way the least we can do on top of stopping immigration from Muslim countries. I am pro EU but I'd advocate for abolishing of the schengen zone after what Merkel has done.	Background offensive	No target|Migrants	1.0	0.0	0.0	0.0	0.0	Hate speech
57	https://www.facebook.com/228735667216_10153273091322217_10153274924212217	David, your response has left me bewildered due to the tone of immaturity and I believe you don't understand what I'm talking about. I meant the task of going to school. Education does change ideals, and like I said, it's what I have seen work. Like I also said, I don't have a solution. I'm just sharing what I've seen. My mom started out in a very religious, though not extreme, home. She was the first girl to go to school in her family. After going to school, her view became more modern. She broke off from the idea that women are only supposed to be serving men. I'm sorry if that's not the response you wanted. The current situation is a delicate one. Handle it the wrong way and you end up creating more extremists instead of diminishing their numbers. To answer your next question: I do believe all nations have a right to protect their citizens from any sort of threat. But how to deal with that threat is another issue. All in all.. Just because I am Muslim doesn't mean I am equiped to provide solutions for this situation or any similar situation . I can only tell you my experience. I can only say I don't want to see anyone get hurt. It's ignorant of me to say that but that's just how I feel.	Acceptable speech	No target						Acceptable speech
58	https://www.facebook.com/228735667216_10153273091322217_10153275043607217	Delfina Jones 1. you just told me that I was sarcastic behind the screen but clearly I wasn't. Do you even know what it even means? . 2. You're telling me that I did not name ONE positive thing that Islam gave to the west. Are you blind? I gave you a very clear point and i STRENGTHEND it with sources. They are NOT opinions. They are clear and strong FACTS. unlike what you babble about 3. You're just repeating the exact same thing: Calling me stupid, making insults about my religion and then telling me that I'm wrong because...your opinion? So to conclude: You are the reason why I wanna bash my head on a wall and forget that I ever read your comments. and please, oh wise one, I challenge you. Name ONE thing that makes islam bad.	Other offensive	Commenter	1.0	0.0	0.0	1.0	1.0	Hate speech
59	https://www.facebook.com/228735667216_10153273091322217_10153275087157217	David Olend I don't think the threat to Europe is going to be from refugees coming in from Iraq or Syria. If ISIS manages to blow something up in the UK it will be a British or another EU national who will be carrying out these activities. I would assume that any refugee coming in the country would have some tight surveillance on them. What ISIS wants is division because that works in their favour. The more division the easier it is to convince people that there is a big difference between us and them. The more hate crime the more the propaganda will work. So what we can do is show how ridicilous ISIS and other radical groups are. A school program will have to be included in school to teach muslims and non-muslims how groups like ISIS are at crossroads with Islamic teachings. The majority of people killed by ISIS are muslim and they are burning muslim town after town in Syria. Also programs outside school are needed to educate muslims and non-muslims about Islam and to clarify certain scriptures that are causing confusing. Such programs have already started but of course we need to see more. Muslims have been a lot more active in explaining to others about Islam after recent events. So yes education is key.	Acceptable speech	No target						Acceptable speech
60	https://www.facebook.com/228735667216_10153273091322217_10153275160337217	Sagal Aden I have never called you stupid, but you very conveniently haven't addressed the points I have made. I have already pointed out many things that are bad about Islam: you almost worship a man who was a rapist and a pedophile, your book says that women can be raped if taken into slavery, your book allows a man to take 4 wives yet a woman isn't allowed 4 husbands, is she. Your religion requires total submission, shames women, doesn't allow them to make free choices. You haven't given me any positives about Islam, you have referred to very far past, again what has Islam brought to the west in last 30 years apart from misery, honour killings, bombings, rapes etc. Even Salman Rashdie had fatwa issued against him because he criticized Islam. I'm sorry but your religion doesn't merit respect because it's a religion. It's a choice and represents certain views and ideology and it will be subjected to judgment.	Background offensive	Migrants	1.0	0.0	0.0	0.0	0.0	Hate speech
61	https://www.facebook.com/228735667216_10153273091322217_10153275354512217	"to not respect a religion it is not the same thing to not respect the people !!!And this is what so many Muslims of our days don t want to understand (and imedialtely call the others ""racists ) ! You, as Muslims, should change your own religion and bring it to our days .2016 (almost ) and then nobody will have nothing to say about it .So ,depends on your capacity to understand this !"	Background offensive	Migrants	1.0	0.0	0.0	0.0	0.0	Hate speech
62	https://www.facebook.com/228735667216_10153273091322217_10153275646947217	Hadi Jawad Tell me if you agree with the facts and opinions presented in this video. http://www.israelvideonetwork.com/the-untold-story-of-violent-muslim-opinions-graphic-warning/	Background offensive	Migrants	1.0	0.0	0.0	0.0	0.0	Hate speech
63	https://www.facebook.com/228735667216_10153273091322217_10153275934027217	That's the most self-centered statement I've heard all day. No. We will continue to discuss them until they're safe from harm, have food and can work.	Acceptable speech	No target						Acceptable speech
64	https://www.facebook.com/228735667216_10153273091322217_10153276251362217	Just to clarify I am not muslim so this is not MY religion. I have had the chance to live in Iraq (half my life), UAE and the UK so I have tiptoed into both worlds ‘us vs them’. Delina: i think the most important thing you have to question is whether muslims believe that these things you mentioned apply today or whether they apply at all. 1. The whole muhammad marrying Aysha at the age of 9 is debated heavily within the muslim community itself. Some say she wasn’t 9. Even if she was we need to remember that we are talking about 1,400 years ago where there are numerous cases of such things happening within that region. Most importantly, do muslims marry 9 year olds. Rarely. I’ve only heard of cases in Egypt and Saudi. So muslims do not agree with this and it rarely occurs. 2. Nearly all muslims believe that the whole slavery thing is misinterpreted. People interpret it as during war when you come across women do not make them the untouchables and that you should marry them if you want (marriage in the quran requires both consents) and treat them equally. With regards to other slaves, muslims believe that their prophet brought a lot of new rights to salves, changing the roman slavery rules. In addition, a lot of slaves were freed. A lot of the things I have read confirm this. 3. The whole marrying 4 i think was there to spread Islam. I have never come across anyone in my life that has married more than 1 and tbh it only happens in some societies like Saudia Arabia. Nearly all muslims marry 1 person. So again applicable then and not now. 4.Women rights. The whole covering your self completely is simply incorrect. Quran requires you to be modest and not for full out covering. It’s more of a culture thing (or should i say a tribal thing) plus people used to wear it for protection from the sand. I am not joking when I say this but during my 13 years in Baghdad i saw less burkas than in my 3 years in London. In the society I lived in, all my friends' muslim moms went to uni, had jobs and lived equally to men. Within the same families you can find women covering their hair and some that don't. Different interpretation of modesty. This is in Iraq, UAE and the UK. Saudi Arabia is not how the majority of muslim women live and really does not represent Islam. FGM for example again only happens in some societies and not across the muslim world. In fact its mostly an african thing and happens a lot in non-muslim countries. 5. Your statement that muslims have only brought misery to the west is a bit extreme. you have put Sunnis, Shias, Alawites, Whabasim, Ahmadeyia, Druze and many others all in one group. Muslim immigration has worked wonderfully in some situations and haven’t worked in other situations. This depends on a lot of factors such as the people coming to the west, the people receiving the immigrants, the programs in place to connect both. For examples, there are so so many muslims in the NHS. If we are going through the route of blaming the whole group then the middle east can say the same about the west. The west has only brought misery to the middle east, from the Sykes-Picot agreement, to the overthrow of the Iranian government in 1953, to supporting Saddam, supporting Al qaeda against the russions, illegally occupying Iraq, supplying weapons to the Syrian rebels, giving weapons to Qaddafi and then taking him out and supporting countries with extreme ideologies. How many dictators have the west supported? Should we block all the west from entering the middle east. Should we build walls around every country in the world. So the misconception people have with Islam is to do with the Quran. Do muslims apply certain verses to their everyday life or do they think that some verses only apply to the past with some parts being story telling. The quran is in arabic, written 1,400 years ago, so are we interpreting the quran correctly? I am sure how things were said 1400 years ago is different to how we speak now. In my experience, most of the muslims i know, and I know a lot given that i used to live in Iraq and the UAE, agree that some versers are not applicable today or they interpret those verses differently. David I couldn’t watch your video for some reason.	Acceptable speech	No target						Acceptable speech
65	https://www.facebook.com/228735667216_10153273091322217_10153277625892217	No	Acceptable speech	No target						Acceptable speech
